DATE,BOGMBASEW
2006-01-04,811991
2006-01-11,804049
2006-01-18,804049
2006-01-25,801900
2006-02-01,801900
2006-02-08,802595
2006-02-15,802595
2006-02-22,807517
2006-03-01,807517
2006-03-08,810684
2006-03-15,810684
2006-03-22,810133
2006-03-29,810133
2006-04-05,807796
2006-04-12,807796
2006-04-19,809782
2006-04-26,809782
2006-05-03,811309
2006-05-10,811309
2006-05-17,811888
2006-05-24,811888
2006-05-31,815697
2006-06-07,815697
2006-06-14,810627
2006-06-21,810627
2006-06-28,812482
2006-07-05,812482
2006-07-12,812034
2006-07-19,812034
2006-07-26,810482
2006-08-02,810482
2006-08-09,809022
2006-08-16,809022
2006-08-23,810097
2006-08-30,810097
2006-09-06,812507
2006-09-13,812507
2006-09-20,808658
2006-09-27,808658
2006-10-04,809411
2006-10-11,809411
2006-10-18,809469
2006-10-25,809469
2006-11-01,811489
2006-11-08,811489
2006-11-15,816165
2006-11-22,816165
2006-11-29,823169
2006-12-06,823169
2006-12-13,821930
2006-12-20,821930
2006-12-27,834786
2007-01-03,834786
2007-01-10,824798
2007-01-17,824798
2007-01-24,818628
2007-01-31,818628
2007-02-07,817343
2007-02-14,817343
2007-02-21,822746
2007-02-28,822746
2007-03-07,821244
2007-03-14,821244
2007-03-21,820304
2007-03-28,820304
2007-04-04,822222
2007-04-11,822222
2007-04-18,823000
2007-04-25,823000
2007-05-02,824583
2007-05-09,824583
2007-05-16,824256
2007-05-23,824256
2007-05-30,829476
2007-06-06,829476
2007-06-13,825686
2007-06-20,825686
2007-06-27,827830
2007-07-04,827830
2007-07-11,829789
2007-07-18,829789
2007-07-25,828362
2007-08-01,828362
2007-08-08,834129
2007-08-15,834129
2007-08-22,825399
2007-08-29,825399
2007-09-05,827953
2007-09-12,827953
2007-09-19,826060
2007-09-26,826060
2007-10-03,830569
2007-10-10,830569
2007-10-17,827528
2007-10-24,827528
2007-10-31,829875
2007-11-07,829875
2007-11-14,835395
2007-11-21,835395
2007-11-28,836090
2007-12-05,836090
2007-12-12,832075
2007-12-19,832075
2007-12-26,843621
2008-01-02,843621
2008-01-09,832705
2008-01-16,832705
2008-01-23,826979
2008-01-30,826979
2008-02-06,826776
2008-02-13,826776
2008-02-20,831800
2008-02-27,831800
2008-03-05,831500
2008-03-12,831500
2008-03-19,834666
2008-03-26,834666
2008-04-02,831929
2008-04-09,831929
2008-04-16,829273
2008-04-23,829273
2008-04-30,829977
2008-05-07,829977
2008-05-14,832619
2008-05-21,832619
2008-05-28,840843
2008-06-04,840843
2008-06-11,837637
2008-06-18,837637
2008-06-25,842914
2008-07-02,842914
2008-07-09,847282
2008-07-16,847282
2008-07-23,847310
2008-07-30,847310
2008-08-06,847444
2008-08-13,847444
2008-08-20,846685
2008-08-27,846685
2008-09-03,851525
2008-09-10,851525
2008-09-17,916189
2008-09-24,916189
2008-10-01,991451
2008-10-08,991451
2008-10-15,1151115
2008-10-22,1151115
2008-10-29,1242395
2008-11-05,1242395
2008-11-12,1483787
2008-11-19,1483787
2008-11-26,1480232
2008-12-03,1480232
2008-12-10,1666978
2008-12-17,1666978
2008-12-24,1705638
2008-12-31,1705638
2009-01-07,1753732
2009-01-14,1753732
2009-01-21,1709754
2009-01-28,1709754
2009-02-04,1527882
2009-02-11,1527882
2009-02-18,1592442
2009-02-25,1592442
2009-03-04,1542228
2009-03-11,1542228
2009-03-18,1693133
2009-03-25,1693133
2009-04-01,1733017
2009-04-08,1733017
2009-04-15,1789878
2009-04-22,1789878
2009-04-29,1709369
2009-05-06,1709369
2009-05-13,1805373
2009-05-20,1805373
2009-05-27,1772436
2009-06-03,1772436
2009-06-10,1722716
2009-06-17,1722716
2009-06-24,1621214
2009-07-01,1621214
2009-07-08,1682217
2009-07-15,1682217
2009-07-22,1672288
2009-07-29,1672288
2009-08-05,1648636
2009-08-12,1648636
2009-08-19,1744441
2009-08-26,1744441
2009-09-02,1765635
2009-09-09,1765635
2009-09-16,1795581
2009-09-23,1795581
2009-09-30,1858017
2009-10-07,1858017
2009-10-14,1927828
2009-10-21,1927828
2009-10-28,2003003
2009-11-04,2003003
2009-11-11,1989940
2009-11-18,1989940
2009-11-25,2072256
2009-12-02,2072256
2009-12-09,2036838
2009-12-16,2036838
2009-12-23,2014212
2009-12-30,2014212
2010-01-06,1953607
2010-01-13,1953607
2010-01-20,2013108
2010-01-27,2013108
2010-02-03,2065854
2010-02-10,2065854
2010-02-17,2148684
2010-02-24,2148684
2010-03-03,2121248
2010-03-10,2121248
2010-03-17,2062102
2010-03-24,2062102
2010-03-31,2055062
2010-04-07,2055062
2010-04-14,2019074
2010-04-21,2019074
2010-04-28,1975669
2010-05-05,1975669
2010-05-12,2019397
2010-05-19,2019397
2010-05-26,2019365
2010-06-02,2019365
2010-06-09,2007579
2010-06-16,2007579
2010-06-23,1994868
2010-06-30,1994868
2010-07-07,2002137
2010-07-14,2002137
2010-07-21,1985912
2010-07-28,1985912
2010-08-04,1996856
2010-08-11,1996856
2010-08-18,1994404
2010-08-25,1994404
2010-09-01,1986085
2010-09-08,1986085
2010-09-15,1955295
2010-09-22,1955295
2010-09-29,1946749
2010-10-06,1946749
2010-10-13,1966965
2010-10-20,1966965
2010-10-27,1963211
2010-11-03,1963211
2010-11-10,1963334
2010-11-17,1963334
2010-11-24,1985990
2010-12-01,1985990
2010-12-08,2031954
2010-12-15,2031954
2010-12-22,2004294
2010-12-29,2004294
2011-01-05,2016770
2011-01-12,2016770
2011-01-19,2054422
2011-01-26,2054422
2011-02-02,2104460
2011-02-09,2104460
2011-02-16,2239602
2011-02-23,2239602
2011-03-02,2326078
2011-03-09,2326078
2011-03-16,2397924
2011-03-23,2397924
2011-03-30,2468699
2011-04-06,2468699
2011-04-13,2516991
2011-04-20,2516991
2011-04-27,2484716
2011-05-04,2484716
2011-05-11,2551840
2011-05-18,2551840
2011-05-25,2609086
2011-06-01,2609086
2011-06-08,2666626
2011-06-15,2666626
2011-06-22,2629738
2011-06-29,2629738
2011-07-06,2698259
2011-07-13,2698259
2011-07-20,2675877
2011-07-27,2675877
2011-08-03,2672301
2011-08-10,2672301
2011-08-17,2648963
2011-08-24,2648963
2011-08-31,2654221
2011-09-07,2654221
2011-09-14,2634075
2011-09-21,2634075
2011-09-28,2630423
2011-10-05,2630423
2011-10-12,2658741
2011-10-19,2658741
2011-10-26,2616333
2011-11-02,2616333
2011-11-09,2633476
2011-11-16,2633476
2011-11-23,2575806
2011-11-30,2575806
2011-12-07,2639406
2011-12-14,2639406
2011-12-21,2594558
2011-12-28,2594558
2012-01-04,2643893
2012-01-11,2643893
2012-01-18,2630313
2012-01-25,2630313
2012-02-01,2659417
2012-02-08,2659417
2012-02-15,2715207
2012-02-22,2715207
2012-02-29,2692860
2012-03-07,2692860
2012-03-14,2648997
2012-03-21,2648997
2012-03-28,2637582
2012-04-04,2637582
2012-04-11,2659405
2012-04-18,2659405
2012-04-25,2617791
2012-05-02,2617791
2012-05-09,2604299
2012-05-16,2604299
2012-05-23,2626106
2012-05-30,2626106
2012-06-06,2649540
2012-06-13,2649540
2012-06-20,2588939
2012-06-27,2588939
2012-07-04,2624495
2012-07-11,2624495
2012-07-18,2656001
2012-07-25,2656001
2012-08-01,2671140
2012-08-08,2671140
2012-08-15,2650077
2012-08-22,2650077
2012-08-29,2633671
2012-09-05,2633671
2012-09-12,2605483
2012-09-19,2605483
2012-09-26,2563834
2012-10-03,2563834
2012-10-10,2612388
2012-10-17,2612388
2012-10-24,2621436
2012-10-31,2621436
2012-11-07,2643177
2012-11-14,2643177
2012-11-21,2646209
2012-11-28,2646209
2012-12-05,2676435
2012-12-12,2676435
2012-12-19,2670477
2012-12-26,2670477
2013-01-02,2690080
2013-01-09,2690080
2013-01-16,2741803
2013-01-23,2741803
2013-01-30,2799758
2013-02-06,2799758
2013-02-13,2840988
2013-02-20,2840988
2013-02-27,2886833
2013-03-06,2886833
2013-03-13,2932071
2013-03-20,2932071
2013-03-27,2965102
2013-04-03,2965102
2013-04-10,3028362
2013-04-17,3028362
2013-04-24,3004595
2013-05-01,3004595
2013-05-08,3069217
2013-05-15,3069217
2013-05-22,3158707
2013-05-29,3158707
2013-06-05,3214686
2013-06-12,3214686
2013-06-19,3177550
2013-06-26,3177550
2013-07-03,3245562
2013-07-10,3245562
2013-07-17,3288934
2013-07-24,3288934
2013-07-31,3359591
2013-08-07,3359591
2013-08-14,3383104
2013-08-21,3383104
2013-08-28,3448625
2013-09-04,3448625
2013-09-11,3485902
2013-09-18,3485902
2013-09-25,3500874
2013-10-02,3500874
2013-10-09,3578578
2013-10-16,3578578
2013-10-23,3607699
2013-10-30,3607699
2013-11-06,3665340
2013-11-13,3665340
2013-11-20,3691369
2013-11-27,3691369
2013-12-04,3736105
2013-12-11,3736105
2013-12-18,3730512
2013-12-25,3730512
2014-01-01,3652774
2014-01-08,3652774
2014-01-15,3753108
2014-01-22,3753108
2014-01-29,3757474
2014-02-05,3757474
2014-02-12,3839563
2014-02-19,3839563
2014-02-26,3865853
2014-03-05,3865853
2014-03-12,3911099
2014-03-19,3911099
2014-03-26,3864796
2014-04-02,3864796
2014-04-09,3975116
2014-04-16,3975116
2014-04-23,3895660
2014-04-30,3895660
2014-05-07,3888168
2014-05-14,3888168
2014-05-21,3921421
2014-05-28,3921421
2014-06-04,3974339
2014-06-11,3974339
2014-06-18,3950816
2014-06-25,3950816
2014-07-02,3886317
2014-07-09,3886317
2014-07-16,4000589
2014-07-23,4000589
2014-07-30,4084563
2014-08-06,4084563
2014-08-13,4076179
2014-08-20,4076179
2014-08-27,4068394
2014-09-03,4068394
2014-09-10,4083445
2014-09-17,4083445
2014-09-24,4007866
2014-10-01,4007866
2014-10-08,4065049
2014-10-15,4065049
2014-10-22,3956014
2014-10-29,3956014
2014-11-05,3871127
2014-11-12,3871127
2014-11-19,3815811
2014-11-26,3815811
2014-12-03,3759465
2014-12-10,3759465
2014-12-17,4062165
2014-12-24,4062165
2014-12-31,3929023
2015-01-07,3929023
2015-01-14,4069967
2015-01-21,4069967
2015-01-28,4004751
2015-02-04,4004751
2015-02-11,3839250
2015-02-18,3839250
2015-02-25,3776450
2015-03-04,3776450
2015-03-11,4090919
2015-03-18,4090919
2015-03-25,4043919
2015-04-01,4043919
2015-04-08,4130472
2015-04-15,4130472
2015-04-22,3995751
2015-04-29,3995751
2015-05-06,3970194
2015-05-13,3970194
2015-05-20,3939260
2015-05-27,3939260
2015-06-03,3917095
2015-06-10,3917095
2015-06-17,3940559
2015-06-24,3940559
2015-07-01,3875118
2015-07-08,3875118
2015-07-15,3995973
2015-07-22,3995973
2015-07-29,3983685
2015-08-05,3983685
2015-08-12,3919236
2015-08-19,3919236
2015-08-26,4059739
2015-09-02,4059739
2015-09-09,4099501
2015-09-16,4099501
2015-09-23,3953008
2015-09-30,3953008
2015-10-07,4055673
2015-10-14,4055673
2015-10-21,4067626
2015-10-28,4067626
2015-11-04,4049452
2015-11-11,4049452
2015-11-18,3999674
2015-11-25,3999674
2015-12-02,3932470
2015-12-09,3932470
2015-12-16,3886726
2015-12-23,3886726
2015-12-30,3637966
2016-01-06,3637966
2016-01-13,3854304
2016-01-20,3854304
2016-01-27,3798761
2016-02-03,3798761
2016-02-10,3880629
2016-02-17,3880629
2016-02-24,3881411
2016-03-02,3881411
2016-03-09,3944061
2016-03-16,3944061
2016-03-23,3855934
2016-03-30,3855934
2016-04-06,3888621
2016-04-13,3888621
2016-04-20,3867263
2016-04-27,3867263
2016-05-04,3831478
2016-05-11,3831478
2016-05-18,3826233
2016-05-25,3826233
2016-06-01,3869813
2016-06-08,3869813
2016-06-15,3861970
2016-06-22,3861970
2016-06-29,3717181
2016-07-06,3717181
2016-07-13,3782897
2016-07-20,3782897
2016-07-27,3789566
2016-08-03,3789566
2016-08-10,3826504
2016-08-17,3826504
2016-08-24,3812767
2016-08-31,3812767
2016-09-07,3843123
2016-09-14,3843123
2016-09-21,3656657
2016-09-28,3656657
2016-10-05,3539862
2016-10-12,3539862
2016-10-19,3581010
2016-10-26,3581010
2016-11-02,3624724
2016-11-09,3624724
2016-11-16,3640392
2016-11-23,3640392
2016-11-30,3615014
2016-12-07,3615014
2016-12-14,3579045
2016-12-21,3579045
2016-12-28,3406680
2017-01-04,3406680
2017-01-11,3612501
2017-01-18,3612501
2017-01-25,3635183
2017-02-01,3635183
2017-02-08,3738343
2017-02-15,3738343
2017-02-22,3763651
2017-03-01,3763651
2017-03-08,3879133
2017-03-15,3879133
2017-03-22,3843153
2017-03-29,3843153
2017-04-05,3834632
2017-04-12,3834632
2017-04-19,3831637
2017-04-26,3831637
2017-05-03,3748107
2017-05-10,3748107
2017-05-17,3779292
2017-05-24,3779292
2017-05-31,3802234
2017-06-07,3802234
2017-06-14,3796940
2017-06-21,3796940
2017-06-28,3678956
2017-07-05,3678956
2017-07-12,3800874
2017-07-19,3800874
2017-07-26,3837609
2017-08-02,3837609
2017-08-09,3899869
2017-08-16,3899869
2017-08-23,3928393
2017-08-30,3928393
2017-09-06,3939817
2017-09-13,3939817
2017-09-20,3832060
2017-09-27,3832060
2017-10-04,3789419
2017-10-11,3789419
2017-10-18,3846529
2017-10-25,3846529
2017-11-01,3865364
2017-11-08,3865364
2017-11-15,3930997
2017-11-22,3930997
2017-11-29,3909398
2017-12-06,3909398
2017-12-13,3914106
2017-12-20,3914106
2017-12-27,3738744
2018-01-03,3738744
2018-01-10,3854014.0
2018-01-17,3854014.0
2018-01-24,3814017.0
2018-01-31,3814017.0
2018-02-07,3860728.0
2018-02-14,3860728.0
2018-02-21,3849385.0
2018-02-28,3849385.0
2018-03-07,3859796.0
2018-03-14,3859796.0
2018-03-21,3753156.0
2018-03-28,3753156.0
2018-04-04,3745837.0
2018-04-11,3745837.0
2018-04-18,3738060.0
2018-04-25,3738060.0
2018-05-02,3655305.0
2018-05-09,3655305.0
2018-05-16,3681430.0
2018-05-23,3681430.0
2018-05-30,3684954.0
2018-06-06,3684954.0
2018-06-13,3675501.0
2018-06-20,3675501.0
2018-06-27,3594782.0
2018-07-04,3594782.0
2018-07-11,3632990.0
2018-07-18,3632990.0
2018-07-25,3609650.0
2018-08-01,3609650.0
2018-08-08,3607124.0
2018-08-15,3607124.0
2018-08-22,3558579.0
2018-08-29,3558579.0
2018-09-05,3594233.0
2018-09-12,3594233.0
2018-09-19,3540988.0
2018-09-26,3540988.0
2018-10-03,3522555.0
2018-10-10,3522555.0
2018-10-17,3526004.0
2018-10-24,3526004.0
2018-10-31,3508164.0
2018-11-07,3508164.0
2018-11-14,3481417.0
2018-11-21,3481417.0
2018-11-28,3443658.0
2018-12-05,3443658.0
2018-12-12,3422687.0
2018-12-19,3422687.0
2018-12-26,3357271.0
2019-01-02,3357271.0
2019-01-09,3368362.0
2019-01-16,3368362.0
2019-01-23,3323403.0
2019-01-30,3323403.0
2019-02-06,3353992.0
2019-02-13,3353992.0
2019-02-20,3347505.0
2019-02-27,3347505.0
2019-03-06,3430110.0
2019-03-13,3430110.0
2019-03-20,3347203.0
2019-03-27,3347203.0
2019-04-03,3343215.0
2019-04-10,3343215.0
2019-04-17,3282052.0
2019-04-24,3282052.0
2019-05-01,3203106.0
2019-05-08,3203106.0
2019-05-15,3245881.0
2019-05-22,3245881.0
2019-05-29,3279010.0
2019-06-05,3279010.0
2019-06-12,3314552.0
2019-06-19,3314552.0
2019-06-26,3222362.0
2019-07-03,3222362.0
2019-07-10,3256883.0
2019-07-17,3256883.0
2019-07-24,3271882.0
2019-07-31,3271882.0
2019-08-07,3292687.0
2019-08-14,3292687.0
2019-08-21,3257731.0
2019-08-28,3257731.0
2019-09-04,3235621.0
2019-09-11,3235621.0
2019-09-18,3159026.0
2019-09-25,3159026.0
2019-10-02,3252373.0
2019-10-09,3252373.0
2019-10-16,3235853.0
2019-10-23,3235853.0
2019-10-30,3282965.0
2019-11-06,3282965.0
2019-11-13,3311715.0
2019-11-20,3311715.0
2019-11-27,3340473.0
2019-12-04,3340473.0
2019-12-11,3441841.0
2019-12-18,3441841.0
2019-12-25,3436410.0
2020-01-01,3436410.0
2020-01-08,3471580.0
2020-01-15,3471580.0
2020-01-22,3412505.0
2020-01-29,3412505.0
